Pair,Subject,Condition(individual-pre/hidden/visible/individual-post),Block,Trial,StimulusType,TargetSize(small/large),TargetPosition(center/margin),ObstaclePresence(absent/present),Error(yes/no),TT,AUC,Asynchrony
1,2,1,2,10,111,1,1,1,0,0.57219,138.95,-1
1,2,1,2,11,121,1,2,1,0,0.5219,154.68,-1
1,2,1,2,12,211,2,1,1,0,0.54214,146.32,-1
1,2,1,2,13,110,1,1,0,0,0.37153,23.711,-1
1,2,1,2,14,220,2,2,0,0,0.3511,70.768,-1
1,2,1,2,15,111,1,1,1,0,0.57199,171.09,-1
1,2,1,2,16,110,1,1,0,0,0.36165,28.16,-1
1,2,1,3,1,110,1,1,0,0,1.0227,100.81,-1
1,2,1,3,2,221,2,2,1,0,0.57206,133.91,-1
1,2,1,3,3,221,2,2,1,0,0.55188,149.77,-1
1,2,1,3,4,210,2,1,0,0,0.33119,24.707,-1
1,2,1,3,5,110,1,1,0,0,0.4016,17.912,-1
1,2,1,3,6,111,1,1,1,0,0.53182,169.13,-1
1,2,1,3,7,121,1,2,1,0,0.43185,226.75,-1
1,2,1,3,8,220,2,2,0,0,0.26115,59.453,-1
1,2,1,3,9,120,1,2,0,0,0.3315,38.719,-1
1,2,1,3,10,220,2,2,0,0,0.78282,30.407,-1
1,2,1,3,11,211,2,1,1,0,0.60212,215.64,-1
1,2,1,3,12,121,1,2,1,0,0.44169,234.39,-1
1,2,1,3,13,120,1,2,0,0,0.34135,63.73,-1
1,2,1,3,14,211,2,1,1,0,0.62239,168.7,-1
1,2,1,3,15,210,2,1,0,0,0.6526,35.233,-1
1,2,1,3,16,111,1,1,1,0,1.2436,144.06,-1
1,2,1,4,1,111,1,1,1,1,0.69192,0,-1
1,2,1,4,2,220,2,2,0,0,0.3113,46.796,-1
1,2,1,4,3,210,2,1,0,0,0.35126,27.046,-1
1,2,1,4,4,210,2,1,0,0,0.37145,52.141,-1
1,2,1,4,5,220,2,2,0,0,0.47181,25.245,-1
1,2,1,4,6,110,1,1,0,0,0.42136,12.186,-1
1,2,1,4,7,110,1,1,0,0,0.40168,12.501,-1
1,2,1,4,8,121,1,2,1,0,0.73237,113.85,-1
1,2,1,4,9,221,2,2,1,0,0.74284,197.52,-1
1,2,1,4,10,211,2,1,1,0,0.78287,169.94,-1
1,2,1,4,11,211,2,1,1,0,0.66246,353.14,-1
1,2,1,4,12,120,1,2,0,0,0.39159,70.077,-1
1,2,1,4,13,221,2,2,1,0,0.89617,200.17,-1
1,2,1,4,14,121,1,2,1,0,0.84265,244.3,-1
1,2,1,4,15,120,1,2,0,0,0.48143,12.072,-1
1,2,1,4,16,111,1,1,1,0,0.6723,140.86,-1
1,2,1,5,1,211,2,1,1,0,0.72234,184.92,-1
1,2,1,5,2,221,2,2,1,0,0.52222,322.47,-1
1,2,1,5,3,110,1,1,0,0,0.44144,8.3584,-1
1,2,1,5,4,220,2,2,0,0,0.32117,32.293,-1
1,2,1,5,5,110,1,1,0,0,0.36136,44.874,-1
1,2,1,5,6,210,2,1,0,0,0.49174,73.84,-1
1,2,1,5,7,210,2,1,0,0,0.64239,27.319,-1
1,2,1,5,8,121,1,2,1,0,0.59199,135.97,-1
1,2,1,5,9,120,1,2,0,0,0.33165,60.149,-1
1,2,1,5,10,220,2,2,0,0,0.37154,47.061,-1
1,2,1,5,11,221,2,2,1,0,0.73305,235.02,-1
1,2,1,5,12,121,1,2,1,0,0.63238,164.66,-1
1,2,1,5,13,111,1,1,1,0,0.62222,195.95,-1
1,2,1,5,14,120,1,2,0,0,0.37127,17.459,-1
1,2,1,5,15,111,1,1,1,0,0.99387,256.81,-1
1,2,1,5,16,211,2,1,1,0,1.0137,196.95,-1
1,2,1,6,1,221,2,2,1,0,0.67352,150.8,-1
1,2,1,6,2,210,2,1,0,0,0.53165,88.298,-1
1,2,1,6,3,211,2,1,1,0,0.53213,155.07,-1
1,2,1,6,4,120,1,2,0,0,0.35129,57.809,-1
1,2,1,6,5,210,2,1,0,0,0.44161,25.941,-1
1,2,1,6,6,220,2,2,0,0,0.38136,31.163,-1
1,2,1,6,7,111,1,1,1,0,0.60238,166.11,-1
1,2,1,6,8,120,1,2,0,0,0.39135,40.494,-1
1,2,1,6,9,221,2,2,1,0,0.48162,251.57,-1
1,2,1,6,10,110,1,1,0,0,0.35128,23.006,-1
1,2,1,6,11,121,1,2,1,0,0.63194,195.75,-1
1,2,1,6,12,110,1,1,0,0,0.33118,54.203,-1
1,2,1,6,13,111,1,1,1,0,0.74225,168.16,-1
1,2,1,6,14,220,2,2,0,0,0.38124,33.071,-1
1,2,1,6,15,211,2,1,1,0,0.55229,301.67,-1
1,2,1,6,16,121,1,2,1,0,0.49165,208.07,-1
1,2,2,1,1,120,1,2,0,0,0.33505,30.365,0.50783
1,2,2,1,2,221,2,2,1,0,0.46216,140.6,0.18106
1,2,2,1,3,211,2,1,1,0,0.49203,257.78,0.15059
1,2,2,1,4,111,1,1,1,0,0.42153,208.22,0.11026
1,2,2,1,5,121,1,2,1,0,0.38136,210.03,0.050024
1,2,2,1,6,211,2,1,1,0,0.42188,176.7,0.20043
1,2,2,1,7,111,1,1,1,0,0.64252,118.95,0.33125
1,2,2,1,8,121,1,2,1,1,0.35472,0,0.0066833
1,2,2,1,9,110,1,1,0,0,0.36169,33.279,0.06049
1,2,2,1,10,110,1,1,0,0,0.32133,21.58,0.020063
1,2,2,1,11,210,2,1,0,0,0.29128,27.053,0.14028
1,2,2,1,12,221,2,2,1,1,0.45219,0,0.1507
1,2,2,1,13,220,2,2,0,0,0.61207,33.183,0.15023
1,2,2,1,14,210,2,1,0,0,0.37143,19.163,0.080479
1,2,2,1,15,220,2,2,0,0,0.32118,62.457,0.17053
1,2,2,1,16,120,1,2,0,0,0.33149,15.938,0.019719
1,2,2,2,1,211,2,1,1,0,0.47171,163.97,0.12999
1,2,2,2,2,111,1,1,1,0,0.64253,135.6,0.1907
1,2,2,2,3,121,1,2,1,0,0.42149,196.46,0.0098413
1,2,2,2,4,111,1,1,1,0,0.44191,194.92,0.11048
1,2,2,2,5,121,1,2,1,0,0.44183,156.83,0.14043
1,2,2,2,6,120,1,2,0,0,0.33142,109.87,0.070384
1,2,2,2,7,221,2,2,1,0,0.44191,147.98,0.046868
1,2,2,2,8,110,1,1,0,0,0.29123,30.036,0.51131
1,2,2,2,9,211,2,1,1,0,0.79361,153.96,0.23155
1,2,2,2,10,210,2,1,0,0,0.35128,21.62,0.16032
1,2,2,2,11,120,1,2,0,0,0.2812,30.819,0.0099506
1,2,2,2,12,221,2,2,1,0,0.40177,295.51,0.04037
1,2,2,2,13,220,2,2,0,0,0.35165,58.391,0.13067
1,2,2,2,14,220,2,2,0,0,0.29127,28.147,0.050199
1,2,2,2,15,110,1,1,0,0,0.3314,3.337,0.050347
1,2,2,2,16,210,2,1,0,0,0.32163,23.871,0.030183
1,2,2,3,1,120,1,2,0,0,0.30147,31.972,0.14987
1,2,2,3,2,220,2,2,0,0,0.29111,27.327,0.030006
1,2,2,3,3,110,1,1,0,0,0.29149,61.765,0.070551
1,2,2,3,4,210,2,1,0,0,0.27128,33.283,0.09994
1,2,2,3,5,111,1,1,1,0,0.67297,203.6,0.37173
1,2,2,3,6,211,2,1,1,0,0.56234,190.67,0.22094
1,2,2,3,7,221,2,2,1,0,0.49169,224.04,0.16031
1,2,2,3,8,210,2,1,0,0,0.74337,39.643,0.50246
1,2,2,3,9,121,1,2,1,0,0.43201,228.33,0.19965
1,2,2,3,10,121,1,2,1,0,0.44196,161.33,0.14049
1,2,2,3,11,120,1,2,0,0,0.31111,72.935,0.029954
1,2,2,3,12,211,2,1,1,0,0.54212,234.79,0.15062
1,2,2,3,13,110,1,1,0,0,0.29114,34.908,0.070296
1,2,2,3,14,220,2,2,0,0,0.3816,24.398,0.17059
1,2,2,3,15,221,2,2,1,0,0.55251,204.52,0.2715
1,2,2,3,16,111,1,1,1,0,0.60221,156.57,0.27089
1,2,2,4,1,110,1,1,0,0,0.39138,25.259,0.050349
1,2,2,4,2,120,1,2,0,0,0.22116,51.372,0.29082
1,2,2,4,3,211,2,1,1,0,0.47182,204.44,0.22065
1,2,2,4,4,210,2,1,0,0,0.37145,44.871,0.13037
1,2,2,4,5,221,2,2,1,1,0.77328,0,0.31132
1,2,2,4,6,221,2,2,1,0,0.56216,232.43,0.24087
1,2,2,4,7,121,1,2,1,0,0.53199,164.42,0.1807
1,2,2,4,8,120,1,2,0,0,0.42144,38.133,0.14044
1,2,2,4,9,220,2,2,0,0,0.33145,90.189,0.11044
1,2,2,4,10,111,1,1,1,0,0.48183,191.99,0.17056
1,2,2,4,11,210,2,1,0,0,0.32122,62.618,0.070172
1,2,2,4,12,211,2,1,1,0,0.52207,127.87,0.16076
1,2,2,4,13,121,1,2,1,0,0.38164,163.82,0.060229
1,2,2,4,14,220,2,2,0,0,0.33144,72.207,0.1006
1,2,2,4,15,111,1,1,1,0,0.43165,203.3,0.11032
1,2,2,4,16,110,1,1,0,0,0.36167,19.547,0.13081
1,2,2,5,1,220,2,2,0,0,0.29116,19.197,0.0098122
1,2,2,5,2,121,1,2,1,0,0.43214,205.35,0.20106
1,2,2,5,3,110,1,1,0,0,0.88349,46.333,0.50222
1,2,2,5,4,211,2,1,1,0,0.57224,234.63,0.17034
1,2,2,5,5,210,2,1,0,0,0.42157,41.229,0.039852
1,2,2,5,6,120,1,2,0,0,0.27126,17.261,0.020251
1,2,2,5,7,211,2,1,1,0,0.47179,165.04,0.12982
1,2,2,5,8,210,2,1,0,0,0.38164,93.468,0.13066
1,2,2,5,9,220,2,2,0,0,0.33144,34.163,0.050273
1,2,2,5,10,111,1,1,1,0,0.40173,156.79,0.070017
1,2,2,5,11,221,2,2,1,0,0.4026,140.98,0.058949
1,2,2,5,12,121,1,2,1,0,0.4015,133.13,0.009971
1,2,2,5,13,120,1,2,0,0,0.35917,15.668,0.078061
1,2,2,5,14,221,2,2,1,0,0.48212,306.04,0.06009
1,2,2,5,15,111,1,1,1,0,0.47184,241.71,0.050368
1,2,2,5,16,110,1,1,0,0,0.40156,77.859,0.14045
1,2,2,6,1,220,2,2,0,0,0.35134,46.705,0.079976
1,2,2,6,2,110,1,1,0,0,0.30108,22.705,0.070362
1,2,2,6,3,110,1,1,0,0,0.33122,9.2478,0.17068
1,2,2,6,4,210,2,1,0,0,0.40163,27.034,0.15057
1,2,2,6,5,220,2,2,0,0,0.42159,22.367,0.12045
1,2,2,6,6,211,2,1,1,0,0.47199,209.44,0.10038
1,2,2,6,7,120,1,2,0,0,0.29143,9.5719,0.050397
1,2,2,6,8,221,2,2,1,0,0.39169,205.57,0.02969
1,2,2,6,9,121,1,2,1,1,0.76345,0,0.26213
1,2,2,6,10,211,2,1,1,0,0.59232,416.29,0.71068
1,2,2,6,11,210,2,1,0,0,0.40159,132.86,0.37054
1,2,2,6,12,111,1,1,1,0,0.52207,259.69,0.17047
1,2,2,6,13,111,1,1,1,0,0.49185,282.82,0.12001
1,2,2,6,14,120,1,2,0,0,0.37186,42.99,0.05071
1,2,2,6,15,221,2,2,1,0,0.49215,247.11,0.020719
1,2,2,6,16,121,1,2,1,0,0.53216,211.7,0.00046588
1,2,3,1,1,221,2,2,1,0,0.7459,249.62,0.0094817
1,2,3,1,2,220,2,2,0,0,0.30132,38.898,0.060341
1,2,3,1,3,221,2,2,1,0,0.60266,214.25,0.35166
1,2,3,1,4,110,1,1,0,0,0.32132,31.234,0.19097
1,2,3,1,5,211,2,1,1,0,0.43168,205.49,0.1405
1,2,3,1,6,210,2,1,0,0,0.35153,46.908,0.14064
1,2,3,1,7,210,2,1,0,0,0.30127,70.855,0.67081
1,2,3,1,8,120,1,2,0,0,0.34124,70.253,0.019826
1,2,3,1,9,120,1,2,0,0,0.34135,54.662,0.11992
1,2,3,1,10,121,1,2,1,0,0.47197,251.51,0.16081
1,2,3,1,11,111,1,1,1,0,0.63266,215.96,0.27143
1,2,3,1,12,110,1,1,0,0,0.37142,20.143,0.16047
1,2,3,1,13,211,2,1,1,0,0.39166,166.82,0.00020078
1,2,3,1,14,111,1,1,1,0,0.44157,183.96,0.0098462
1,2,3,1,15,121,1,2,1,0,0.37177,197.71,0.06123
1,2,3,1,16,220,2,2,0,0,0.32252,43.245,0.071541
1,2,3,2,1,220,2,2,0,0,0.48149,90.042,0.14984
1,2,3,2,2,110,1,1,0,0,0.43205,59.008,0.18109
1,2,3,2,3,120,1,2,0,0,0.32141,43.164,0.020473
1,2,3,2,4,110,1,1,0,0,0.33107,34.061,0.040128
1,2,3,2,5,111,1,1,1,0,0.41178,227.57,0.10015
1,2,3,2,6,211,2,1,1,0,0.46176,196.41,0.21061
1,2,3,2,7,210,2,1,0,0,0.30139,29.091,0.10004
1,2,3,2,8,221,2,2,1,0,0.46236,177.89,0.010978
1,2,3,2,9,121,1,2,1,0,0.42166,301.97,0.00038552
1,2,3,2,10,210,2,1,0,0,0.26123,130.03,0.0096714
1,2,3,2,11,221,2,2,1,0,0.39179,276.99,0.14063
1,2,3,2,12,211,2,1,1,0,0.40194,152.3,0.10078
1,2,3,2,13,111,1,1,1,0,0.4116,250.32,0.0097862
1,2,3,2,14,121,1,2,1,0,0.38153,305.09,0.10054
1,2,3,2,15,220,2,2,0,0,0.32128,91.27,3.5208e-05
1,2,3,2,16,120,1,2,0,0,0.29112,31.186,0.040086
1,2,3,3,1,220,2,2,0,0,0.37146,88.106,0.07961
1,2,3,3,2,121,1,2,1,0,0.38178,196.71,0.020546
1,2,3,3,3,210,2,1,0,0,0.73274,137.82,0.37149
1,2,3,3,4,211,2,1,1,0,0.50232,272.63,0.23124
1,2,3,3,5,211,2,1,1,0,1.4059,122.67,1.0846
1,2,3,3,6,110,1,1,0,0,0.41151,54.716,0.12073
1,2,3,3,7,120,1,2,0,0,0.26115,41.052,0.039853
1,2,3,3,8,221,2,2,1,0,0.5419,325.01,0.090447
1,2,3,3,9,220,2,2,0,0,0.29183,48.407,0.019299
1,2,3,3,10,210,2,1,0,0,0.34159,72.345,0.060525
1,2,3,3,11,121,1,2,1,0,0.48215,192.16,0.1211
1,2,3,3,12,120,1,2,0,0,0.36154,55.873,0.10063
1,2,3,3,13,111,1,1,1,0,0.4116,240.6,0.060426
1,2,3,3,14,111,1,1,1,0,0.73336,141.55,0.43219
1,2,3,3,15,110,1,1,0,0,0.26119,11.92,0.019892
1,2,3,3,16,221,2,2,1,0,0.36143,263.36,0.090264
1,2,3,4,1,220,2,2,0,0,0.31126,69.102,0.51157
1,2,3,4,2,111,1,1,1,0,0.39173,180.37,0.19049
1,2,3,4,3,221,2,2,1,0,0.36184,240.94,0.090656
1,2,3,4,4,120,1,2,0,0,0.29117,4.6688,0.24095
1,2,3,4,5,110,1,1,0,0,0.30123,16.257,0.23118
1,2,3,4,6,111,1,1,1,0,0.39164,186.28,0.12017
1,2,3,4,7,121,1,2,1,0,0.45172,265.14,0.01996
1,2,3,4,8,221,2,2,1,0,0.4618,356.01,0.010062
1,2,3,4,9,210,2,1,0,0,0.30138,117.49,0.090322
1,2,3,4,10,110,1,1,0,0,0.32136,50.642,0.030077
1,2,3,4,11,120,1,2,0,0,0.2813,10.542,0.030201
1,2,3,4,12,121,1,2,1,0,0.35156,178.14,0.040269
1,2,3,4,13,210,2,1,0,0,0.36168,36.167,0.080161
1,2,3,4,14,211,2,1,1,0,0.46167,280.53,0.1005
1,2,3,4,15,211,2,1,1,0,0.50189,150.86,0.10994
1,2,3,4,16,220,2,2,0,0,0.31116,74.074,0.050224
1,2,3,5,1,211,2,1,1,0,0.43173,332.85,0.15045
1,2,3,5,2,111,1,1,1,0,0.38172,178.3,0.010268
1,2,3,5,3,121,1,2,1,0,0.38171,239.02,0.00043784
1,2,3,5,4,221,2,2,1,0,0.41172,153.47,0.060428
1,2,3,5,5,110,1,1,0,0,0.30134,16.059,0.00035981
1,2,3,5,6,211,2,1,1,0,0.42222,214.96,0.050854
1,2,3,5,7,121,1,2,1,0,0.38171,175.56,0.010407
1,2,3,5,8,120,1,2,0,0,0.31127,14.909,0.030008
1,2,3,5,9,210,2,1,0,0,0.27116,40.1,0.040188
1,2,3,5,10,221,2,2,1,0,0.38166,176.8,0.019942
1,2,3,5,11,220,2,2,0,0,0.38129,54.061,0.020008
1,2,3,5,12,120,1,2,0,0,0.3113,3.1676,0.11026
1,2,3,5,13,110,1,1,0,0,0.36155,71.244,0.039847
1,2,3,5,14,210,2,1,0,0,0.4216,69.8,0.029843
1,2,3,5,15,220,2,2,0,0,0.37159,32.874,0.0098073
1,2,3,5,16,111,1,1,1,0,0.48176,235.48,0.00015372
1,2,3,6,1,111,1,1,1,0,1.1139,116.14,0.70257
1,2,3,6,2,221,2,2,1,0,0.47209,171.71,0.040643
1,2,3,6,3,110,1,1,0,0,0.83335,21.186,0.44183
1,2,3,6,4,220,2,2,0,0,0.31125,18.612,0.040697
1,2,3,6,5,210,2,1,0,0,0.46183,28.936,0.1306
1,2,3,6,6,210,2,1,0,0,0.35143,45.715,0.059889
1,2,3,6,7,211,2,1,1,0,0.61205,179.09,0.059989
1,2,3,6,8,120,1,2,0,0,0.39163,6.169,0.0094781
1,2,3,6,9,220,2,2,0,0,0.3617,49.219,0.11062
1,2,3,6,10,121,1,2,1,0,0.40165,185,0.11005
1,2,3,6,11,111,1,1,1,0,0.41172,254.71,0.019565
1,2,3,6,12,110,1,1,0,0,0.47188,125.06,0.1606
1,2,3,6,13,121,1,2,1,0,0.39168,193.37,0.07048
1,2,3,6,14,120,1,2,0,0,0.34194,62.886,0.040966
1,2,3,6,15,211,2,1,1,0,0.73291,285.52,0.15937
1,2,3,6,16,221,2,2,1,0,0.47207,289.41,0.070664
1,2,4,1,1,120,1,2,0,0,0.29188,26.371,-1
1,2,4,1,2,221,2,2,1,0,0.48201,286.77,-1
1,2,4,1,3,211,2,1,1,0,0.52211,307.28,-1
1,2,4,1,4,111,1,1,1,0,0.47202,322.21,-1
1,2,4,1,5,121,1,2,1,0,0.4421,210.81,-1
1,2,4,1,6,211,2,1,1,0,0.51222,192.75,-1
1,2,4,1,7,111,1,1,1,0,0.50228,245.43,-1
1,2,4,1,8,121,1,2,1,0,0.4821,296.34,-1
1,2,4,1,9,110,1,1,0,0,0.34148,23.641,-1
1,2,4,1,10,110,1,1,0,0,0.36143,16.203,-1
1,2,4,1,11,210,2,1,0,0,0.99399,23.339,-1
1,2,4,1,12,221,2,2,1,0,0.49239,117.74,-1
1,2,4,1,13,220,2,2,0,0,0.38173,17.579,-1
1,2,4,1,14,210,2,1,0,0,0.68309,24.664,-1
1,2,4,1,15,220,2,2,0,0,0.78301,62.361,-1
1,2,4,1,16,120,1,2,0,0,0.37154,14.211,-1
1,2,4,2,1,211,2,1,1,0,0.55237,184.03,-1
1,2,4,2,2,111,1,1,1,0,0.73306,142.25,-1
1,2,4,2,3,121,1,2,1,0,0.43193,160.12,-1
1,2,4,2,4,111,1,1,1,0,0.55235,160.44,-1
1,2,4,2,5,121,1,2,1,0,0.36165,163.02,-1
1,2,4,2,6,120,1,2,0,0,0.41156,11.279,-1
1,2,4,2,7,221,2,2,1,0,0.43179,203.01,-1
1,2,4,2,8,110,1,1,0,0,0.44207,33.855,-1
1,2,4,2,9,211,2,1,1,0,0.49236,286.48,-1
1,2,4,2,10,210,2,1,0,0,0.34172,37.263,-1
1,2,4,2,11,120,1,2,0,0,0.29154,19.03,-1
1,2,4,2,12,221,2,2,1,0,0.53192,256.29,-1
1,2,4,2,13,220,2,2,0,0,0.29142,32.579,-1
1,2,4,2,14,220,2,2,0,0,0.29118,11.724,-1
1,2,4,2,15,110,1,1,0,0,0.3114,21.873,-1
1,2,4,2,16,210,2,1,0,0,0.38177,67.287,-1
1,2,4,3,1,120,1,2,0,0,0.39184,56.947,-1
1,2,4,3,2,220,2,2,0,0,0.28117,53.856,-1
1,2,4,3,3,110,1,1,0,0,0.34152,18.535,-1
1,2,4,3,4,210,2,1,0,0,0.31145,23.962,-1
1,2,4,3,5,111,1,1,1,0,0.47216,197.41,-1
1,2,4,3,6,211,2,1,1,0,0.48216,185.3,-1
1,2,4,3,7,221,2,2,1,0,0.43178,208.73,-1
1,2,4,3,8,210,2,1,0,0,0.33159,66.241,-1
1,2,4,3,9,121,1,2,1,0,0.47209,199.56,-1
1,2,4,3,10,121,1,2,1,0,0.34162,169.42,-1
1,2,4,3,11,120,1,2,0,0,0.27168,9.5165,-1
1,2,4,3,12,211,2,1,1,0,0.91342,165.58,-1
1,2,4,3,13,110,1,1,0,0,0.33142,22.967,-1
1,2,4,3,14,220,2,2,0,0,0.72311,34.344,-1
1,2,4,3,15,221,2,2,1,1,1.6062,0,-1
1,2,4,3,16,111,1,1,1,0,0.44227,215.7,-1
1,2,4,4,1,110,1,1,0,0,0.33147,12.732,-1
1,2,4,4,2,120,1,2,0,0,0.30129,31.571,-1
1,2,4,4,3,211,2,1,1,0,0.49388,277.23,-1
1,2,4,4,4,210,2,1,0,0,0.40183,105.01,-1
1,2,4,4,5,221,2,2,1,0,0.452,251.55,-1
1,2,4,4,6,221,2,2,1,0,0.46213,274.36,-1
1,2,4,4,7,121,1,2,1,0,0.8036,150.74,-1
1,2,4,4,8,120,1,2,0,0,0.29123,45.532,-1
1,2,4,4,9,220,2,2,0,0,0.3014,15.685,-1
1,2,4,4,10,111,1,1,1,0,0.42201,177.41,-1
1,2,4,4,11,210,2,1,0,0,0.39182,19.773,-1
1,2,4,4,12,211,2,1,1,0,0.52219,194.7,-1
1,2,4,4,13,121,1,2,1,1,0.51596,0,-1
1,2,4,4,14,220,2,2,0,0,0.28121,48.867,-1
1,2,4,4,15,111,1,1,1,0,0.55232,121.52,-1
1,2,4,4,16,110,1,1,0,0,0.35165,66.892,-1
1,2,4,5,1,220,2,2,0,0,0.3316,57.124,-1
1,2,4,5,2,121,1,2,1,0,0.55215,133.28,-1
1,2,4,5,3,110,1,1,0,0,0.33144,15.63,-1
1,2,4,5,4,211,2,1,1,0,0.65287,271.35,-1
1,2,4,5,5,210,2,1,0,0,0.31176,49.227,-1
1,2,4,5,6,120,1,2,0,0,0.31128,51.87,-1
1,2,4,5,7,211,2,1,1,0,0.45181,131.2,-1
1,2,4,5,8,210,2,1,0,0,0.34133,32.363,-1
1,2,4,5,9,220,2,2,0,0,0.41152,23.568,-1
1,2,4,5,10,111,1,1,1,0,0.44193,188.86,-1
1,2,4,5,11,221,2,2,1,1,0.8164,0,-1
1,2,4,5,12,121,1,2,1,0,0.47232,145.53,-1
1,2,4,5,13,120,1,2,0,0,0.41173,22.363,-1
1,2,4,5,14,221,2,2,1,0,0.66298,445.59,-1
1,2,4,5,15,111,1,1,1,0,1.0043,276.69,-1
1,2,4,5,16,110,1,1,0,0,0.36169,79.837,-1
1,2,4,6,1,220,2,2,0,0,0.43182,54.898,-1
1,2,4,6,2,110,1,1,0,0,0.33159,24.316,-1
1,2,4,6,3,110,1,1,0,0,0.36177,43.432,-1
1,2,4,6,4,210,2,1,0,0,1.0846,55.429,-1
1,2,4,6,5,220,2,2,0,0,0.3314,31.658,-1
1,2,4,6,6,211,2,1,1,1,0.32165,0,-1
1,2,4,6,7,120,1,2,0,0,0.38154,29.841,-1
1,2,4,6,8,221,2,2,1,0,0.59233,223.67,-1
1,2,4,6,9,121,1,2,1,0,0.5427,234.43,-1
1,2,4,6,10,211,2,1,1,0,0.6523,235.94,-1
1,2,4,6,11,210,2,1,0,0,0.40176,27.175,-1
1,2,4,6,12,111,1,1,1,0,0.49213,273.95,-1
1,2,4,6,13,111,1,1,1,0,0.45229,255.37,-1
1,2,4,6,14,120,1,2,0,0,0.46196,5.2745,-1
1,2,4,6,15,221,2,2,1,0,0.8527,266.41,-1
1,2,4,6,16,121,1,2,1,0,0.47207,185.87,-1
2,3,1,1,1,210,2,1,0,0,1.2144,78.382,-1
2,3,1,1,2,120,1,2,0,0,0.93329,28.545,-1
2,3,1,1,3,211,2,1,1,0,0.78284,121.26,-1
2,3,1,1,4,111,1,1,1,0,1.0332,105.39,-1
2,3,1,1,5,121,1,2,1,0,0.82274,189.88,-1
2,3,1,1,6,220,2,2,0,0,0.6119,40.576,-1
2,3,1,1,7,110,1,1,0,0,0.6119,73.049,-1
2,3,1,1,8,211,2,1,1,0,0.98378,120.56,-1
2,3,1,1,9,221,2,2,1,0,0.76262,186.86,-1
2,3,1,1,10,121,1,2,1,0,0.71376,164.92,-1
2,3,1,1,11,120,1,2,0,0,0.46169,70.373,-1
2,3,1,1,12,221,2,2,1,0,0.65255,107.27,-1
2,3,1,1,13,111,1,1,1,0,1.0536,149.54,-1
2,3,1,1,14,220,2,2,0,0,0.96336,91.831,-1
2,3,1,1,15,110,1,1,0,0,0.57193,5.1394,-1
2,3,1,1,16,210,2,1,0,0,0.81271,63.428,-1
2,3,1,2,1,120,1,2,0,0,1.103,6.8112,-1
2,3,1,2,2,210,2,1,0,0,0.76302,54.514,-1
2,3,1,2,3,120,1,2,0,0,0.66249,24.995,-1
2,3,1,2,4,221,2,2,1,0,0.62248,134.43,-1
2,3,1,2,5,220,2,2,0,0,0.53196,11.745,-1
2,3,1,2,6,121,1,2,1,0,0.64249,132.66,-1
2,3,1,2,7,210,2,1,0,0,0.89294,50.976,-1
2,3,1,2,8,221,2,2,1,0,0.75272,226.63,-1
2,3,1,2,9,211,2,1,1,0,0.71261,205.82,-1
2,3,1,2,10,111,1,1,1,0,0.69264,227.72,-1
2,3,1,2,11,121,1,2,1,0,1.2441,181.43,-1
2,3,1,2,12,211,2,1,1,0,1.184,156.97,-1
2,3,1,2,13,110,1,1,0,0,0.68244,18.492,-1
2,3,1,2,14,220,2,2,0,0,0.63237,89.707,-1
2,3,1,2,15,111,1,1,1,0,0.7924,147.85,-1
2,3,1,2,16,110,1,1,0,0,0.85265,23.977,-1
2,3,1,3,1,110,1,1,0,0,1.0434,28.638,-1
2,3,1,3,2,221,2,2,1,0,0.65261,225.38,-1
2,3,1,3,3,221,2,2,1,0,0.88305,248.33,-1
2,3,1,3,4,210,2,1,0,0,0.61229,40.537,-1
2,3,1,3,5,110,1,1,0,0,0.43157,12.548,-1
2,3,1,3,6,111,1,1,1,0,0.80324,141.68,-1
2,3,1,3,7,121,1,2,1,0,0.52187,143.01,-1
2,3,1,3,8,220,2,2,0,0,0.36152,53.805,-1
2,3,1,3,9,120,1,2,0,0,0.6221,12.714,-1
2,3,1,3,10,220,2,2,0,0,0.9128,22.963,-1
2,3,1,3,11,211,2,1,1,0,0.74248,124.72,-1
2,3,1,3,12,121,1,2,1,0,0.55203,153.46,-1
2,3,1,3,13,120,1,2,0,0,0.41158,6.6927,-1
2,3,1,3,14,211,2,1,1,0,0.6323,172.83,-1
2,3,1,3,15,210,2,1,0,0,0.5618,18.745,-1
2,3,1,3,16,111,1,1,1,0,0.6722,196.98,-1
2,3,1,4,1,111,1,1,1,0,1.1634,116.61,-1
2,3,1,4,2,220,2,2,0,0,0.7931,15.117,-1
2,3,1,4,3,210,2,1,0,0,0.62221,32.019,-1
2,3,1,4,4,210,2,1,0,0,0.82385,63.043,-1
2,3,1,4,5,220,2,2,0,0,0.53179,6.928,-1
2,3,1,4,6,110,1,1,0,0,0.4117,21.438,-1
2,3,1,4,7,110,1,1,0,0,0.84262,56.424,-1
2,3,1,4,8,121,1,2,1,0,0.63253,148.46,-1
2,3,1,4,9,221,2,2,1,0,0.63214,255.61,-1
2,3,1,4,10,211,2,1,1,0,0.64232,186.13,-1
2,3,1,4,11,211,2,1,1,0,0.94261,171.76,-1
2,3,1,4,12,120,1,2,0,0,0.44155,26.453,-1
2,3,1,4,13,221,2,2,1,0,0.69231,245.17,-1
2,3,1,4,14,121,1,2,1,0,0.69243,190.86,-1
2,3,1,4,15,120,1,2,0,0,0.48176,31.322,-1
